week,category,weekly_rank,show_title,season_title,weekly_hours_viewed,runtime,weekly_views,cumulative_weeks_in_top_10,is_staggered_launch,episode_launch_details
2023-12-03,TV (Non-English),8,Castaway Diva,Castaway Diva: Limited Series,18500000,0,1400000,5,true,"[{""episodesLaunched"":8,""countryList"":[""EC"",""PR"",""HN"",""CR"",""VE"",""BZ"",""CU"",""GQ"",""CO"",""CL"",""NI"",""BO"",""GT"",""SV"",""PE"",""PY"",""PA"",""DO"",""BR"",""AR"",""MX"",""UY""]},{""episodesLaunched"":12,""countryList"":[""CX"",""PG"",""LU"",""AU"",""VU"",""FJ"",""GA"",""EG"",""SK"",""IL"",""SI"",""UA"",""RW"",""MN"",""NO"",""FO"",""PL"",""LC"",""NG"",""CI"",""TN"",""NZ"",""IE"",""MM"",""RU"",""ZA"",""BE"",""MA"",""CD"",""GE"",""PN"",""RE"",""AI"",""SZ"",""CA"",""NC"",""BG"",""SD"",""NE"",""SN"",""LK"",""MV"",""KY"",""GR"",""WS"",""YE"",""HU"",""CZ"",""BF"",""PW"",""HM"",""TZ"",""BD"",""TC"",""LB"",""MG"",""KZ"",""WF"",""AT"",""BS"",""SC"",""GN"",""TT"",""TK"",""BL"",""MQ"",""CH"",""RO"",""CF"",""DK"",""DZ"",""TH"",""KI"",""DM"",""HT"",""TV"",""NU"",""GM"",""VA"",""JE"",""MW"",""KN"",""SR"",""AF"",""PM"",""VI"",""IT"",""VN"",""TR"",""SM"",""GW"",""GU"",""BM"",""RS"",""MC"",""TJ"",""ER"",""SA"",""GH"",""BY"",""IR"",""BW"",""EH"",""LT"",""BB"",""KE"",""LV"",""KW"",""EE"",""IQ"",""VC"",""QA"",""MU"",""SS"",""SB"",""LI"",""PS"",""ID"",""JM"",""NF"",""UM"",""HK"",""HR"",""IS"",""GD"",""MS"",""SG"",""GL"",""KG"",""NA"",""DE"",""GB"",""NR"",""KM"",""MF"",""GS"",""AE"",""MR"",""TM"",""LR"",""AO"",""BN"",""GI"",""ET"",""GY"",""JO"",""FI"",""MD"",""TG"",""FR"",""MK"",""CG"",""KH"",""ML"",""SL"",""AG"",""ME"",""DJ"",""LS"",""ZW"",""GP"",""TW"",""CC"",""AS"",""MO"",""BT"",""GF"",""VG"",""MZ"",""IM"",""AW"",""BH"",""NP"",""OM"",""CK"",""PF"",""CW"",""NL"",""SE"",""TD"",""YT"",""BJ"",""SH"",""KR"",""UZ"",""SX"",""AD"",""PK"",""LA"",""CY"",""IN"",""AZ"",""LY"",""FM"",""MT"",""AL"",""SO"",""MP"",""PT"",""CV"",""UG"",""CM"",""MY"",""BI"",""GG"",""AM"",""ES"",""BQ"",""PH"",""TL"",""ST"",""TO"",""BA"",""AQ"",""ZM"",""FK"",""IO"",""US"",""MH"",""JP""]}]"
2023-12-03,TV (Non-English),9,Replacing Chef Chico,Replacing Chef Chico: Season 1,6100000,4.5333,1300000,1,false,
2023-12-03,TV (Non-English),10,Strong Girl Nam-soon,Strong Girl Nam-soon: Limited Series,19600000,16.95,1200000,9,false,
2023-11-26,Films (English),1,Leo,N/A,61700000,1.7833,34600000,1,false,
2023-11-26,Films (English),2,Best. Christmas. Ever!,N/A,18200000,1.3667,13300000,2,false,
2023-11-26,Films (English),3,The Killer,N/A,17500000,2,8800000,3,false,
2023-11-26,Films (English),4,See You on Venus,N/A,11300000,1.5833,7100000,2,false,
2023-11-26,Films (English),5,Jules,N/A,6700000,1.45,4600000,1,false,
2023-11-26,Films (English),6,Triple Frontier,N/A,7500000,2.1,3600000,1,false,
2023-11-26,Films (English),7,The Christmas Chronicles,N/A,5900000,1.75,3400000,6,false,
2023-11-26,Films (English),8,Dr. Seuss' The Grinch,N/A,4100000,1.4333,2900000,3,false,
2023-11-26,Films (English),9,Lone Survivor,N/A,5500000,2.0167,2700000,2,false,
2023-11-26,Films (English),10,Falling for Christmas,N/A,4300000,1.5833,2700000,7,false,
2023-11-26,Films (Non-English),1,Last Call for Istanbul,N/A,16300000,1.5167,10700000,1,false,
2023-11-26,Films (Non-English),2,Believer 2,N/A,12300000,1.9333,6400000,2,false,
2023-11-26,Films (Non-English),3,All-Time High,N/A,8700000,1.7167,5100000,2,false,
2023-11-26,Films (Non-English),4,Crime Diaries: The Celebrity Stylist,N/A,5000000,1.1833,4200000,1,false,
2023-11-26,Films (Non-English),5,Sukhee,N/A,5300000,2.3,2300000,1,false,
2023-11-26,Films (Non-English),6,Ilary Blasi: The One and Only,N/A,2600000,1.35,1900000,1,false,
2023-11-26,Films (Non-English),7,Wingwomen,N/A,3600000,1.9333,1900000,4,false,
2023-11-26,Films (Non-English),8,Jawan: Extended Cut,N/A,4800000,2.85,1700000,4,false,
2023-11-26,Films (Non-English),9,Elena Knows,N/A,2700000,1.6833,1600000,1,false,
2023-11-26,Films (Non-English),10,The Queenstown Kings,N/A,3600000,2.2833,1600000,1,false,
2023-11-26,TV (English),1,Squid Game: The Challenge,Squid Game: The Challenge: Season 1,85700000,4.2667,20100000,1,false,
2023-11-26,TV (English),2,The Crown,The Crown: Season 6,29300000,3.3167,8800000,2,false,
2023-11-26,TV (English),3,CoComelon Lane,CoComelon Lane: Season 1,13200000,3.9167,3400000,1,false,
2023-11-26,TV (English),4,All the Light We Cannot See,All the Light We Cannot See: Limited Series,12600000,3.8333,3300000,4,false,
2023-11-26,TV (English),5,Matt Rife: Natural Selection,N/A,3100000,1.0667,2900000,2,false,
2023-11-26,TV (English),6,Young Sheldon,Young Sheldon: Season 1,15000000,7.2167,2100000,1,false,
2023-11-26,TV (English),7,Scott Pilgrim Takes Off,Scott Pilgrim Takes Off: Season 1,7400000,3.6833,2000000,1,false,
2023-11-26,TV (English),8,First Wives Club,First Wives Club: Season 1,6600000,3.9833,1700000,1,false,
2023-11-26,TV (English),9,Escaping Twin Flames,Escaping Twin Flames: Season 1,4800000,2.9167,1600000,3,false,
2023-11-26,TV (English),10,Mike Birbiglia: The Old Man and The Pool,N/A,2100000,1.3,1600000,1,false,
2023-11-26,TV (Non-English),1,A Nearly Normal Family,A Nearly Normal Family: Limited Series,29000000,4.5333,6400000,1,false,
2023-11-26,TV (Non-English),2,Criminal Code,Criminal Code: Season 1,41000000,7.7667,5300000,2,false,
2023-11-26,TV (Non-English),3,The Railway Men - The Untold Story Of Bhopal 1984,The Railway Men - The Untold Story Of Bhopal 1984: Limited Series,18100000,3.9667,4600000,2,false,
2023-11-26,TV (Non-English),4,My Demon,My Demon: Season 1,6700000,2.2,3000000,1,false,
2023-11-26,TV (Non-English),5,Nothing to See Here,Nothing to See Here: Season 1,8100000,3.3833,2400000,1,false,
2023-11-26,TV (Non-English),6,Squid Game,Squid Game: Season 1,13300000,8.3167,1600000,21,false,
2023-11-26,TV (Non-English),7,Castaway Diva,Castaway Diva: Limited Series,16700000,0,1600000,4,true,"[{""episodesLaunched"":10,""countryList"":[""GE"",""PN"",""RW"",""RO"",""MU"",""SS"",""FI"",""YT"",""BH"",""NP"",""IM"",""HR"",""MO"",""KR"",""UZ"",""LY"",""AS"",""BT"",""GF"",""GD"",""SI"",""JP"",""GM"",""MQ"",""BQ"",""PH"",""TL"",""CD"",""RS"",""TH"",""GS"",""ES"",""MS"",""MH"",""SA"",""TW"",""RE"",""KN"",""SR"",""MZ"",""EG"",""SK"",""CX"",""PG"",""ID"",""JM"",""FR"",""CV"",""MY"",""AU"",""AZ"",""AD"",""BF"",""MM"",""UG"",""BE"",""MA"",""DM"",""HT"",""AE"",""LI"",""NE"",""SN"",""LU"",""IN"",""EE"",""KY"",""AF"",""PM"",""KW"",""GU"",""SC"",""VC"",""AQ"",""GH"",""MP"",""SH"",""SX"",""PF"",""UA"",""OM"",""IR"",""RU"",""CY"",""DE"",""SO"",""GB"",""LR"",""BJ"",""BG"",""SD"",""KI"",""KE"",""NR"",""SZ"",""VI"",""ET"",""GY"",""FM"",""SG"",""HM"",""TZ"",""MR"",""TM"",""LB"",""NZ"",""FK"",""KM"",""MT"",""PW"",""DJ"",""TR"",""SM"",""GR"",""WS"",""AI"",""VG"",""ZM"",""LC"",""NG"",""CF"",""DK"",""NF"",""UM"",""CK"",""IQ"",""BA"",""GN"",""KH"",""ML"",""DZ"",""CW"",""NL"",""BI"",""GG"",""CZ"",""LS"",""MN"",""NO"",""HK"",""MF"",""CI"",""TN"",""LA"",""ZA"",""PK"",""VU"",""AO"",""QA"",""PS"",""JE"",""MW"",""BW"",""GW"",""TT"",""ST"",""CH"",""TO"",""NU"",""BB"",""AM"",""VA"",""EH"",""GL"",""KG"",""NA"",""FJ"",""GA"",""WF"",""IE"",""CM"",""ZW"",""SL"",""SB"",""BY"",""TK"",""YE"",""BN"",""GI"",""IL"",""CG"",""IT"",""VN"",""BS"",""LT"",""CA"",""NC"",""JO"",""ER"",""IS"",""CC"",""MC"",""TJ"",""ME"",""LK"",""MV"",""AT"",""SE"",""BL"",""TC"",""AG"",""GP"",""FO"",""PL"",""BD"",""LV"",""TV"",""IO"",""US"",""HU"",""MK"",""MG"",""KZ"",""AW"",""BM"",""PT"",""MD"",""TG"",""AL"",""TD""]},{""episodesLaunched"":6,""countryList"":[""PE"",""BR"",""PA"",""BO"",""EC"",""NI"",""PR"",""DO"",""GQ"",""CU"",""CR"",""VE"",""HN"",""SV"",""AR"",""BZ"",""CO"",""UY"",""PY"",""MX"",""CL"",""GT""]}]"
2023-11-26,TV (Non-English),8,Strong Girl Nam-soon,Strong Girl Nam-soon: Limited Series,24500000,0,1500000,8,true,"[{""episodesLaunched"":16,""countryList"":[""MT"",""IT"",""SI"",""AS"",""LV"",""CW"",""ET"",""CG"",""UG"",""MQ"",""DO"",""PK"",""HR"",""NI"",""CO"",""LY"",""IL"",""VG"",""MS"",""MC"",""FO"",""SR"",""ZW"",""BL"",""NE"",""GT"",""DM"",""AL"",""SZ"",""TN"",""BY"",""DJ"",""SO"",""SM"",""LR"",""SK"",""HM"",""LB"",""FI"",""ZA"",""CR"",""EH"",""PL"",""CZ"",""GB"",""LT"",""SC"",""IQ"",""VE"",""TM"",""HT"",""US"",""GU"",""SD"",""ZM"",""RS"",""MW"",""ME"",""AZ"",""VA"",""EG"",""BJ"",""GI"",""GM"",""PE"",""GG"",""IM"",""OM"",""KN"",""DK"",""CU"",""VC"",""BZ"",""BF"",""RU"",""SN"",""MP"",""AF"",""MH"",""RW"",""KZ"",""NL"",""SV"",""AQ"",""RE"",""KG"",""AO"",""CD"",""MK"",""FK"",""AE"",""TG"",""SL"",""EC"",""BQ"",""FM"",""BM"",""MG"",""QA"",""BS"",""CL"",""MD"",""CI"",""BR"",""FR"",""CY"",""CM"",""LI"",""PT"",""TZ"",""PM"",""SX"",""BA"",""VI"",""GF"",""MX"",""GD"",""LC"",""PS"",""GN"",""IR"",""BH"",""KE"",""JM"",""GS"",""BO"",""SH"",""DZ"",""YT"",""EE"",""YE"",""AD"",""KW"",""DE"",""GE"",""PY"",""UY"",""ST"",""NA"",""AT"",""ER"",""SS"",""ES"",""TJ"",""MR"",""BW"",""SE"",""KY"",""TT"",""IO"",""TD"",""JE"",""BG"",""AI"",""JO"",""AR"",""CA"",""LU"",""MA"",""PW"",""NO"",""GR"",""NG"",""HN"",""GY"",""RO"",""UZ"",""KM"",""PA"",""MZ"",""BI"",""AG"",""LS"",""TC"",""TR"",""AW"",""UA"",""SA"",""IE"",""GP"",""BE"",""GL"",""IS"",""HU"",""AM"",""MU"",""BB"",""ML"",""GH"",""GQ"",""CH"",""PR"",""GA"",""CF"",""GW"",""CV"",""MF""]},{""episodesLaunched"":15,""countryList"":[""NU"",""TO"",""JP"",""LK"",""AU"",""KI"",""SG"",""KH"",""IN"",""NF"",""TL"",""LA"",""CX"",""VN"",""SB"",""MN"",""TK"",""MY"",""WS"",""TH"",""HK"",""FJ"",""TV"",""MO"",""PH"",""PN"",""UM"",""MV"",""WF"",""PF"",""NP"",""BT"",""MM"",""BN"",""TW"",""CK"",""PG"",""CC"",""KR"",""VU"",""NR"",""ID"",""NZ"",""BD"",""NC""]}]"
2023-11-26,TV (Non-English),9,Holy Family,Holy Family: Season 2,7300000,5.3833,1400000,1,false,
2023-11-26,TV (Non-English),10,Suburr�terna,Suburr�terna: Season 1,7400000,6.0333,1200000,2,false,
2023-11-19,Films (English),1,The Killer,N/A,44500000,2,22300000,2,false,
2023-11-19,Films (English),2,Best. Christmas. Ever!,N/A,22300000,1.3667,16300000,1,false,
2023-11-19,Films (English),3,Monster Hunter,N/A,10500000,1.7167,6100000,1,false,
2023-11-19,Films (English),4,Locked In,N/A,8200000,1.6167,5100000,3,false,
2023-11-19,Films (English),5,F9: The Fast Saga,N/A,10200000,2.3833,4300000,4,false,
2023-11-19,Films (English),6,Lone Survivor,N/A,8000000,2.0167,4000000,1,false,
2023-11-19,Films (English),7,Cold Pursuit,N/A,5900000,1.9667,3000000,4,false,
2023-11-19,Films (English),8,Paw Patrol: The Movie,N/A,3800000,1.4333,2700000,8,false,
2023-11-19,Films (English),9,Pain Hustlers,N/A,5500000,2.0833,2600000,4,false,
2023-11-19,Films (English),10,See You on Venus,N/A,4000000,1.5833,2500000,1,false,
2023-11-19,Films (Non-English),1,Believer 2,N/A,10900000,1.9333,5600000,1,false,
2023-11-19,Films (Non-English),2,Wingwomen,N/A,8900000,1.9333,4600000,3,false,
2023-11-19,Films (Non-English),3,All-Time High,N/A,4700000,1.7167,2700000,1,false,
2023-11-19,Films (Non-English),4,Summer Vacation,N/A,3700000,1.6667,2200000,2,false,
2023-11-19,Films (Non-English),5,Jawan: Extended Cut,N/A,5600000,2.85,2000000,3,false,
2023-11-19,Films (Non-English),6,Burning Betrayal,N/A,3100000,1.65,1900000,4,false,
2023-11-19,Films (Non-English),7,In Love and Deep Water,N/A,3200000,2.1167,1500000,1,false,
2023-11-19,Films (Non-English),8,Nowhere,N/A,2600000,1.8167,1400000,8,false,
2023-11-19,Films (Non-English),9,The Claus Family 3,N/A,1700000,1.2167,1400000,2,false,
2023-11-19,Films (Non-English),10,Forgotten Love,N/A,2300000,2.3333,1000000,8,false,
2023-11-19,TV (English),1,The Crown,The Crown: Season 6,36900000,3.3167,11100000,1,false,
2023-11-19,TV (English),2,Matt Rife: Natural Selection,N/A,7900000,1.0667,7400000,1,false,
2023-11-19,TV (English),3,All the Light We Cannot See,All the Light We Cannot See: Limited Series,21700000,3.8333,5700000,3,false,
2023-11-19,TV (English),4,How to Become a Mob Boss,How to Become a Mob Boss: Season 1,11900000,3.0333,3900000,1,false,
2023-11-19,TV (English),5,Escaping Twin Flames,Escaping Twin Flames: Season 1,9400000,2.9167,3200000,2,false,
2023-11-19,TV (English),6,Selling Sunset,Selling Sunset: Season 7,18300000,7.7667,2400000,3,false,
2023-11-19,TV (English),7,Robbie Williams,Robbie Williams: Limited Series,7300000,3.3333,2200000,2,false,
2023-11-19,TV (English),8,Unicorn Academy,Unicorn Academy: Chapter 1,9800000,4.6333,2100000,3,false,
2023-11-19,TV (English),9,Life on Our Planet,Life on Our Planet: Season 1,13700000,6.9333,2000000,4,false,
2023-11-19,TV (English),10,BLUE EYE SAMURAI,BLUE EYE SAMURAI: Season 1,12300000,6.35,1900000,2,false,
2023-11-19,TV (Non-English),1,Criminal Code,Criminal Code: Season 1,50800000,7.7667,6500000,1,false,
2023-11-19,TV (Non-English),2,Suburr�terna,Suburr�terna: Season 1,15400000,6.0333,2600000,1,false,
2023-11-19,TV (Non-English),3,"The Billionaire, The Butler, and the Boyfriend","The Billionaire, The Butler, and the Boyfriend: Limited Series",5300000,2.5,2100000,2,false,
2023-11-19,TV (Non-English),4,The Tailor,The Tailor: Season 3,10200000,5.0833,2000000,3,false,
2023-11-19,TV (Non-English),5,Castaway Diva,Castaway Diva: Limited Series,15200000,0,2000000,3,true,"[{""episodesLaunched"":8,""countryList"":[""AG"",""UA"",""BD"",""ES"",""BW"",""TW"",""IN"",""MH"",""OM"",""CM"",""MR"",""TM"",""FJ"",""GA"",""TK"",""ZM"",""MF"",""AM"",""SC"",""ET"",""GY"",""BL"",""CH"",""PF"",""NR"",""TO"",""KW"",""HM"",""TZ"",""EE"",""TD"",""IT"",""VN"",""MD"",""TG"",""FO"",""PL"",""RW"",""GP"",""IQ"",""CW"",""NL"",""MS"",""GD"",""CK"",""KI"",""GU"",""TT"",""JP"",""BS"",""RS"",""MO"",""SA"",""MK"",""VU"",""NE"",""SN"",""CI"",""TN"",""VI"",""IE"",""SH"",""HR"",""MM"",""SM"",""LK"",""MV"",""KR"",""UZ"",""FR"",""ME"",""FM"",""LY"",""DZ"",""BA"",""SI"",""TH"",""BJ"",""DM"",""HT"",""KM"",""SZ"",""RU"",""BH"",""NP"",""IO"",""US"",""MT"",""LI"",""CY"",""GS"",""SO"",""LS"",""BB"",""ID"",""JM"",""TC"",""AZ"",""GB"",""GN"",""AU"",""CX"",""PG"",""LR"",""MP"",""MQ"",""BY"",""MU"",""SS"",""DE"",""NU"",""FI"",""SE"",""NZ"",""CG"",""KE"",""UG"",""EH"",""GH"",""LU"",""VC"",""VA"",""WF"",""AT"",""JE"",""MW"",""LA"",""DJ"",""SL"",""AS"",""AL"",""MZ"",""LT"",""RE"",""AI"",""FK"",""IR"",""PT"",""KN"",""SR"",""IL"",""IM"",""AF"",""PM"",""CA"",""NC"",""CV"",""ZA"",""BM"",""GW"",""AE"",""AQ"",""GE"",""PN"",""AO"",""BI"",""GG"",""BE"",""MA"",""LV"",""BQ"",""PH"",""TL"",""BT"",""GF"",""GR"",""WS"",""TR"",""LC"",""NG"",""YT"",""PK"",""RO"",""MY"",""MC"",""TJ"",""YE"",""ZW"",""GM"",""NF"",""UM"",""ST"",""BG"",""SD"",""TV"",""JO"",""SB"",""VG"",""ER"",""PW"",""GL"",""KG"",""NA"",""PS"",""HU"",""BF"",""SG"",""AW"",""CF"",""DK"",""HK"",""CD"",""CZ"",""EG"",""SK"",""QA"",""MG"",""BN"",""GI"",""IS"",""CC"",""KH"",""ML"",""KZ"",""MN"",""NO"",""SX"",""LB"",""AD"",""KY""]},{""episodesLaunched"":4,""countryList"":[""PA"",""BR"",""CO"",""CU"",""NI"",""PR"",""VE"",""CR"",""BZ"",""PE"",""EC"",""BO"",""GT"",""CL"",""MX"",""GQ"",""PY"",""UY"",""DO"",""AR"",""HN"",""SV""]}]"
2023-11-19,TV (Non-English),6,Daily Dose of Sunshine,Daily Dose of Sunshine: Season 1,23500000,12.95,1800000,2,false,
2023-11-19,TV (Non-English),7,Strong Girl Nam-soon,Strong Girl Nam-soon: Limited Series,23700000,0,1600000,7,true,"[{""episodesLaunched"":14,""countryList"":[""AW"",""UA"",""RO"",""UZ"",""KN"",""BL"",""NE"",""VI"",""AS"",""CF"",""ES"",""DJ"",""MS"",""LT"",""SO"",""LV"",""GA"",""VG"",""CV"",""MF"",""GU"",""RE"",""GM"",""PE"",""DZ"",""AR"",""MT"",""BM"",""MG"",""QA"",""AO"",""CD"",""AL"",""AE"",""CU"",""ZM"",""DM"",""AD"",""IS"",""BY"",""HN"",""BF"",""RU"",""VC"",""AG"",""GY"",""KW"",""MW"",""MA"",""PW"",""CR"",""EH"",""IL"",""SA"",""SN"",""GQ"",""ML"",""RW"",""UG"",""GN"",""EG"",""CM"",""GL"",""VA"",""TN"",""HT"",""ME"",""BA"",""GF"",""JM"",""GP"",""AQ"",""TC"",""TR"",""CG"",""HR"",""NI"",""GT"",""RS"",""BW"",""ST"",""HU"",""TM"",""SS"",""AI"",""JO"",""CO"",""BO"",""BJ"",""GI"",""AM"",""TD"",""TT"",""YT"",""SI"",""OM"",""GE"",""PY"",""MD"",""SC"",""MQ"",""IT"",""LR"",""SK"",""FR"",""EE"",""MK"",""LY"",""LI"",""PT"",""TZ"",""BB"",""GG"",""DE"",""BE"",""BQ"",""FM"",""FO"",""SE"",""PM"",""SX"",""KM"",""PA"",""GS"",""PL"",""AZ"",""BG"",""MP"",""LB"",""KZ"",""PR"",""PS"",""DO"",""PK"",""SR"",""ZW"",""AF"",""MH"",""MC"",""CZ"",""MX"",""GD"",""IM"",""US"",""UY"",""SL"",""BH"",""KE"",""NO"",""TJ"",""BS"",""CL"",""LU"",""YE"",""LC"",""KY"",""BR"",""CY"",""LS"",""MU"",""KG"",""IO"",""EC"",""NA"",""IQ"",""VE"",""MR"",""SH"",""SZ"",""AT"",""MZ"",""SD"",""BZ"",""ER"",""GW"",""CA"",""GH"",""DK"",""NL"",""SV"",""GB"",""FK"",""IE"",""TG"",""JE"",""HM"",""SM"",""CW"",""ET"",""CH"",""IR"",""BI"",""GR"",""NG"",""FI"",""ZA"",""CI""]},{""episodesLaunched"":13,""countryList"":[""TO"",""HK"",""VN"",""FJ"",""MN"",""BD"",""NC"",""NP"",""KH"",""TK"",""NF"",""TL"",""TW"",""TV"",""PF"",""MY"",""SB"",""MV"",""WF"",""ID"",""KI"",""MO"",""IN"",""BT"",""NR"",""LA"",""MM"",""LK"",""NU"",""CK"",""BN"",""SG"",""UM"",""CC"",""NZ"",""CX"",""WS"",""AU"",""KR"",""VU"",""PH"",""JP"",""TH"",""PG"",""PN""]}]"
2023-11-19,TV (Non-English),8,The Railway Men - The Untold Story Of Bhopal 1984,The Railway Men - The Untold Story Of Bhopal 1984: Limited Series,6500000,3.9667,1600000,1,false,
2023-11-19,TV (Non-English),9,Lupin,Lupin: Part 3,8500000,5.5167,1500000,7,false,
2023-11-19,TV (Non-English),10,Cigarette Girl,Cigarette Girl: Season 1,8200000,5.4167,1500000,2,false,
2023-11-12,Films (English),1,The Killer,N/A,55700000,2,27900000,1,false,
2023-11-12,Films (English),2,Locked In,N/A,21400000,1.6167,13200000,2,false,
2023-11-12,Films (English),3,F9: The Fast Saga,N/A,24900000,2.3833,10400000,3,false,
2023-11-12,Films (English),4,Sly,N/A,9500000,1.6,5900000,2,false,
2023-11-12,Films (English),5,NYAD,N/A,11700000,2.0167,5800000,2,false,
2023-11-12,Films (English),6,Pain Hustlers,N/A,10600000,2.0833,5100000,3,false,
2023-11-12,Films (English),7,Spider-Man: Across the Spider-Verse,N/A,10200000,2.3333,4400000,2,false,
2023-11-12,Films (English),8,Deep Fear,N/A,6100000,1.4167,4300000,1,false,
2023-11-12,Films (English),9,13 Hours: The Secret Soldiers of Benghazi,N/A,9900000,2.4,4100000,3,false,
2023-11-12,Films (English),10,Cold Pursuit,N/A,6700000,1.9667,3400000,3,false,
2023-11-12,Films (Non-English),1,Wingwomen,N/A,22500000,1.9333,11600000,2,false,
2023-11-12,Films (Non-English),2,Summer Vacation,N/A,9000000,1.6667,5400000,1,false,
2023-11-12,Films (Non-English),3,Jawan: Extended Cut,N/A,10600000,2.85,3700000,2,false,
2023-11-12,Films (Non-English),4,The Claus Family 3,N/A,3400000,1.2167,2800000,1,false,
2023-11-12,Films (Non-English),5,Burning Betrayal,N/A,4300000,1.65,2600000,3,false,
2023-11-12,Films (Non-English),6,Nowhere,N/A,2900000,1.8167,1600000,7,false,
2023-11-12,Films (Non-English),7,Sister Death,N/A,2000000,1.5167,1300000,3,false,
2023-11-12,Films (Non-English),8,Ransomed,N/A,2800000,2.2,1300000,1,false,
2023-11-12,Films (Non-English),9,Irugapatru,N/A,3000000,2.55,1200000,1,false,
2023-11-12,Films (Non-English),10,Forgotten Love,N/A,2700000,2.3333,1200000,7,false,
2023-11-12,TV (English),1,All the Light We Cannot See,All the Light We Cannot See: Limited Series,38700000,3.8333,10100000,2,false,
2023-11-12,TV (English),2,Selling Sunset,Selling Sunset: Season 7,30000000,6.4333,4700000,2,false,
2023-11-12,TV (English),3,Escaping Twin Flames,Escaping Twin Flames: Season 1,11900000,2.9167,4100000,1,false,
2023-11-12,TV (English),4,Robbie Williams,Robbie Williams: Limited Series,13100000,3.3333,3900000,1,false,
2023-11-12,TV (English),5,Unicorn Academy,Unicorn Academy: Chapter 1,15300000,4.6333,3300000,2,false,
2023-11-12,TV (English),6,BLUE EYE SAMURAI,BLUE EYE SAMURAI: Season 1,18100000,6.35,2900000,1,false,
2023-11-12,TV (English),7,Till Murder Do Us Part: Soering vs. Haysom,Till Murder Do Us Part: Soering vs. Haysom: Limited Series,9000000,3.2167,2800000,2,false,
2023-11-12,TV (English),8,Life on Our Planet,Life on Our Planet: Season 1,18800000,6.9333,2700000,3,false,
2023-11-12,TV (English),9,Bodies,Bodies: Limited Series,19600000,7.6333,2600000,4,false,
2023-11-12,TV (English),10,Beckham,Beckham: Limited Series,8000000,4.75,1700000,6,false,
2023-11-12,TV (Non-English),1,The Tailor,The Tailor: Season 3,22400000,5.0833,4400000,2,false,
2023-11-12,TV (Non-English),2,"The Billionaire, The Butler, and the Boyfriend","The Billionaire, The Butler, and the Boyfriend: Limited Series",9500000,2.5,3800000,1,false,
2023-11-12,TV (Non-English),3,Ferry: The Series,Ferry: The Series: The Series,18700000,6.1,3100000,2,false,
2023-11-12,TV (Non-English),4,Daily Dose of Sunshine,Daily Dose of Sunshine: Season 1,36400000,12.95,2800000,1,false,
2023-11-12,TV (Non-English),5,Lupin,Lupin: Part 3,11100000,5.5167,2000000,6,false,
2023-11-12,TV (Non-English),6,Castaway Diva,Castaway Diva: Limited Series,10700000,0,1900000,2,true,"[{""episodesLaunched"":6,""countryList"":[""AS"",""AE"",""UA"",""ER"",""AW"",""KR"",""UZ"",""BT"",""GF"",""LV"",""BD"",""MQ"",""DM"",""HT"",""KE"",""KM"",""PK"",""AT"",""FM"",""PW"",""FO"",""PL"",""PF"",""TH"",""SG"",""NZ"",""GL"",""KG"",""NA"",""MR"",""TM"",""RE"",""EE"",""SZ"",""RU"",""HM"",""TZ"",""HK"",""BA"",""LB"",""BF"",""QA"",""NU"",""MY"",""MT"",""AU"",""UG"",""SO"",""BL"",""CY"",""CW"",""NL"",""IE"",""FR"",""BW"",""BN"",""GI"",""AF"",""PM"",""SH"",""MN"",""NO"",""SI"",""MF"",""MU"",""SS"",""GH"",""DJ"",""JE"",""MW"",""IT"",""VN"",""IS"",""LC"",""NG"",""LT"",""LR"",""MC"",""TJ"",""BQ"",""PH"",""TL"",""GD"",""IQ"",""GU"",""CC"",""GN"",""SL"",""BS"",""CH"",""CM"",""SE"",""LI"",""EG"",""SK"",""SC"",""LU"",""ID"",""JM"",""FI"",""GE"",""PN"",""VC"",""GM"",""TC"",""AQ"",""MH"",""ST"",""KI"",""AL"",""CK"",""NR"",""BB"",""BI"",""GG"",""TO"",""ZM"",""AM"",""TT"",""CX"",""PG"",""TD"",""NF"",""UM"",""ZA"",""AG"",""VI"",""CF"",""DK"",""RW"",""IL"",""TV"",""EH"",""YT"",""ES"",""OM"",""BJ"",""LA"",""IR"",""LY"",""VA"",""ET"",""GY"",""ZW"",""CA"",""NC"",""YE"",""RO"",""MD"",""TG"",""GS"",""VG"",""HU"",""IO"",""US"",""BY"",""LS"",""DZ"",""JO"",""KH"",""ML"",""SM"",""TR"",""CG"",""DE"",""MK"",""MG"",""GW"",""FK"",""MS"",""RS"",""NE"",""SN"",""KN"",""SR"",""BH"",""NP"",""CV"",""LK"",""MV"",""KZ"",""KW"",""AZ"",""AI"",""MP"",""AO"",""CI"",""TN"",""ME"",""MO"",""KY"",""IM"",""VU"",""IN"",""WF"",""BE"",""MA"",""PT"",""CD"",""MM"",""FJ"",""GA"",""TK"",""GB"",""BM"",""PS"",""JP"",""SA"",""TW"",""GP"",""HR"",""BG"",""SD"",""MZ"",""GR"",""WS"",""SB"",""AD"",""SX"",""CZ""]},{""episodesLaunched"":2,""countryList"":[""AR"",""PY"",""BO"",""EC"",""CR"",""GT"",""CL"",""UY"",""NI"",""PR"",""GQ"",""CU"",""HN"",""BR"",""MX"",""DO"",""VE"",""CO"",""BZ"",""PA"",""PE"",""SV""]}]"
